env,env_name,algo,variant,group,run_id,imitation_loss_type,loss_ot_cost_type,horizon_len,demos,ep_rew
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-Hzg6.ILD.DFlex_ant_64.seed100,,,32,16,9247.50232421875
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-rZqF.ILD.DFlex_ant_64.seed1100,,,32,16,9193.843466796876
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-woZE.ILD.DFlex_ant_64.seed1200,,,32,16,9221.790517578125
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-AFaJ.ILD.DFlex_ant_64.seed1300,,,32,16,9306.630478515624
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-cMYN.ILD.DFlex_ant_64.seed140,,,32,16,9065.838175048828
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-LvGH.ILD.DFlex_ant_64.seed1400,,,32,16,9406.46376953125
ant,Ant,ILD,SHAC,speaker-maine-fanta-purple-bacon.ILD.DFlex_ant_64,speaker-maine-fanta-purple-bacon-VWy9.ILD.DFlex_ant_64.seed130,,,32,16,9236.910810546875
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-7yek.ILD.DFlex_ant_64.seed110,,,32,4,9276.23791015625
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-8C72.ILD.DFlex_ant_64.seed1200,,,32,4,9184.87951171875
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-cmQt.ILD.DFlex_ant_64.seed1100,,,32,4,9198.87291015625
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-DxQS.ILD.DFlex_ant_64.seed1000,,,32,4,9252.852998046876
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-JWri.ILD.DFlex_ant_64.seed100,,,32,4,2468.1189279174805
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-yI3A.ILD.DFlex_ant_64.seed120,,,32,4,9299.63896484375
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-m0u2.ILD.DFlex_ant_64.seed1300,,,32,4,8818.06397857666
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-qWzU.ILD.DFlex_ant_64.seed130,,,32,4,9275.4871484375
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-wEDr.ILD.DFlex_ant_64.seed140,,,32,4,9174.098349609376
ant,Ant,ILD,SHAC,summer-crazy-lion-solar-romeo.ILD.DFlex_ant_64,summer-crazy-lion-solar-romeo-ZWYD.ILD.DFlex_ant_64.seed1400,,,32,4,9310.43076171875
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-2ABW.ILD.DFlex_humanoid_64.seed1000,,,32,8,8166.690444335937
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-iDTu.ILD.DFlex_humanoid_64.seed100,,,32,8,166.29081146240233
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-ONuP.ILD.DFlex_humanoid_64.seed1100,,,32,8,168.36317016601564
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-z07W.ILD.DFlex_humanoid_64.seed1200,,,32,8,8118.723828125
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-zRxb.ILD.DFlex_humanoid_64.seed120,,,32,8,177.7194694519043
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-3SRf.ILD.DFlex_humanoid_64.seed110,,,32,8,166.3082385826111
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-BDWG.ILD.DFlex_humanoid_64.seed1300,,,32,8,8151.994311523437
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-uoqg.ILD.DFlex_humanoid_64.seed1400,,,32,8,159.769266166687
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-UW0Z.ILD.DFlex_humanoid_64.seed130,,,32,8,7974.512293930054
humanoid,Humanoid,ILD,SAPO,blue-muppet-timing-harry-orange.ILD.DFlex_humanoid_64,blue-muppet-timing-harry-orange-ZKbn.ILD.DFlex_humanoid_64.seed140,,,32,8,162.0590102005005
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-1JJ3.ILD.DFlex_humanoid_64.seed100,,,32,16,162.1681462097168
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-AEVM.ILD.DFlex_humanoid_64.seed1200,,,32,16,172.02740051269532
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-FbUf.ILD.DFlex_humanoid_64.seed110,,,32,16,170.7826789855957
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-JjWU.ILD.DFlex_humanoid_64.seed1000,,,32,16,8192.903530273437
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-T9t5.ILD.DFlex_humanoid_64.seed1100,,,32,16,162.73959747314453
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-vPuT.ILD.DFlex_humanoid_64.seed120,,,32,16,8117.656611328125
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-EGPJ.ILD.DFlex_humanoid_64.seed1300,,,32,16,8144.88664932251
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-ikwa.ILD.DFlex_humanoid_64.seed130,,,32,16,8135.630595245361
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-l2x9.ILD.DFlex_humanoid_64.seed140,,,32,16,165.9453622817993
humanoid,Humanoid,ILD,SAPO,failed-network-mexico-violet-papa.ILD.DFlex_humanoid_64,failed-network-mexico-violet-papa-Qhzb.ILD.DFlex_humanoid_64.seed1400,,,32,16,165.73857780456544
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-cU0k.ILD.DFlex_humanoid_64.seed1000,,,32,4,8004.218717041015
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-oYSE.ILD.DFlex_humanoid_64.seed120,,,32,4,7842.000078125
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-Vv1I.ILD.DFlex_humanoid_64.seed1100,,,32,4,8066.81974609375
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-WW3I.ILD.DFlex_humanoid_64.seed1200,,,32,4,7893.998241882324
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-Xq45.ILD.DFlex_humanoid_64.seed110,,,32,4,179.17161350250245
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-b7vU.ILD.DFlex_humanoid_64.seed100,,,32,4,174.5367635345459
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-sOAF.ILD.DFlex_humanoid_64.seed140,,,32,4,166.42785717010497
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-sXWT.ILD.DFlex_humanoid_64.seed130,,,32,4,7779.758014755249
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-U0xy.ILD.DFlex_humanoid_64.seed1300,,,32,4,7587.610308914184
humanoid,Humanoid,ILD,SAPO,football-undress-cola-whiskey-muppet.ILD.DFlex_humanoid_64,football-undress-cola-whiskey-muppet-uDbg.ILD.DFlex_humanoid_64.seed1400,,,32,4,157.71423130035402
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-3Srr.ILD.DFlex_humanoid_64.seed1000,,,32,1,156.65756618499756
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-BYRZ.ILD.DFlex_humanoid_64.seed1200,,,32,1,155.005572013855
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-H9U0.ILD.DFlex_humanoid_64.seed120,,,32,1,161.5729127883911
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-mpcz.ILD.DFlex_humanoid_64.seed110,,,32,1,159.8392809677124
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-Vz4Y.ILD.DFlex_humanoid_64.seed1100,,,32,1,157.44278339385986
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-3Efr.ILD.DFlex_humanoid_64.seed100,,,32,1,160.10126056671143
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-7nQg.ILD.DFlex_humanoid_64.seed140,,,32,1,157.952388381958
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-EI1a.ILD.DFlex_humanoid_64.seed130,,,32,1,160.47495769500733
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-HegM.ILD.DFlex_humanoid_64.seed1300,,,32,1,163.0848323059082
humanoid,Humanoid,ILD,SAPO,gee-sodium-comet-comet-floor.ILD.DFlex_humanoid_64,gee-sodium-comet-comet-floor-nhYm.ILD.DFlex_humanoid_64.seed1400,,,32,1,162.28581155776976
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-HaEH.ILD.DFlex_humanoid_64.seed100,,,32,8,7898.13013305664
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-ippH.ILD.DFlex_humanoid_64.seed1100,,,32,8,7653.574279937744
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-kjSy.ILD.DFlex_humanoid_64.seed1000,,,32,8,7553.827945251465
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-lihl.ILD.DFlex_humanoid_64.seed120,,,32,8,7863.08533203125
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-vPvo.ILD.DFlex_humanoid_64.seed110,,,32,8,7962.489077911377
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-5Dfw.ILD.DFlex_humanoid_64.seed1200,,,32,8,7998.219064331055
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-PpRe.ILD.DFlex_humanoid_64.seed130,,,32,8,7688.4805352783205
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-SH9E.ILD.DFlex_humanoid_64.seed1300,,,32,8,7606.648330535889
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-XYjO.ILD.DFlex_humanoid_64.seed1400,,,32,8,7963.294133605957
humanoid,Humanoid,ILD,SHAC,august-apart-king-rugby-six.ILD.DFlex_humanoid_64,august-apart-king-rugby-six-YB1F.ILD.DFlex_humanoid_64.seed140,,,32,8,165.7869020462036
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-FHr5.ILD.DFlex_humanoid_64.seed100,,,32,16,8046.622509765625
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-HtRw.ILD.DFlex_humanoid_64.seed120,,,32,16,8070.823303756714
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-p1Za.ILD.DFlex_humanoid_64.seed1100,,,32,16,8015.966837844849
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-SjIz.ILD.DFlex_humanoid_64.seed110,,,32,16,7972.733713684082
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-x9SE.ILD.DFlex_humanoid_64.seed1000,,,32,16,7774.916276397705
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-ZwmD.ILD.DFlex_humanoid_64.seed1200,,,32,16,8006.37166381836
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-cNnH.ILD.DFlex_humanoid_64.seed1400,,,32,16,8051.031279296875
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-dA9m.ILD.DFlex_humanoid_64.seed140,,,32,16,7924.336838531494
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-QHnP.ILD.DFlex_humanoid_64.seed130,,,32,16,183.40553009033204
humanoid,Humanoid,ILD,SHAC,hot-lion-crazy-spaghetti-lion.ILD.DFlex_humanoid_64,hot-lion-crazy-spaghetti-lion-Zz0C.ILD.DFlex_humanoid_64.seed1300,,,32,16,7953.945170440674
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-b9UK.ILD.DFlex_humanoid_64.seed110,,,32,1,7245.311677398681
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-BZA1.ILD.DFlex_humanoid_64.seed120,,,32,1,6955.92841255188
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-JHI2.ILD.DFlex_humanoid_64.seed100,,,32,1,7314.529687652588
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-NNwa.ILD.DFlex_humanoid_64.seed1100,,,32,1,170.56719261169434
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-Op3C.ILD.DFlex_humanoid_64.seed1000,,,32,1,168.16545185089112
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-Tyto.ILD.DFlex_humanoid_64.seed1200,,,32,1,6574.745882263183
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-mOIr.ILD.DFlex_humanoid_64.seed140,,,32,1,75.17125337600709
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-rdoq.ILD.DFlex_humanoid_64.seed130,,,32,1,174.0308867263794
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-s0V3.ILD.DFlex_humanoid_64.seed1300,,,32,1,6829.191790313721
humanoid,Humanoid,ILD,SHAC,network-spaghetti-green-sink-bakerloo.ILD.DFlex_humanoid_64,network-spaghetti-green-sink-bakerloo-sSUx.ILD.DFlex_humanoid_64.seed1400,,,32,1,7015.785507507324
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-BPSx.ILD.DFlex_humanoid_64.seed100,,,32,4,7475.883135910034
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-d5WK.ILD.DFlex_humanoid_64.seed1100,,,32,4,195.20696945190429
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-FIOQ.ILD.DFlex_humanoid_64.seed1000,,,32,4,7201.695127334595
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-lPS6.ILD.DFlex_humanoid_64.seed120,,,32,4,7412.515271911621
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-qRnF.ILD.DFlex_humanoid_64.seed110,,,32,4,7608.404755020141
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-Uwoh.ILD.DFlex_humanoid_64.seed1200,,,32,4,7837.598453979492
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-2Kkz.ILD.DFlex_humanoid_64.seed140,,,32,4,170.71353019714354
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-GE9Z.ILD.DFlex_humanoid_64.seed130,,,32,4,7756.910536880493
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-OQ0l.ILD.DFlex_humanoid_64.seed1400,,,32,4,7724.4088803100585
humanoid,Humanoid,ILD,SHAC,utah-diet-six-video-uniform.ILD.DFlex_humanoid_64,utah-diet-six-video-uniform-qp99.ILD.DFlex_humanoid_64.seed1300,,,32,4,176.00791179656983
snu_humanoid,SNU Humanoid,ILD,SAPO,equal-winter-ohio-connecticut-pip.ILD.DFlex_snu_humanoid_64,equal-winter-ohio-connecticut-pip-aomT.ILD.DFlex_snu_humanoid_64.seed1300,,,32,8,5627.310337753296
snu_humanoid,SNU Humanoid,ILD,SAPO,equal-winter-ohio-connecticut-pip.ILD.DFlex_snu_humanoid_64,equal-winter-ohio-connecticut-pip-cQSV.ILD.DFlex_snu_humanoid_64.seed130,,,32,8,2434.4384376561643
snu_humanoid,SNU Humanoid,ILD,SAPO,equal-winter-ohio-connecticut-pip.ILD.DFlex_snu_humanoid_64,equal-winter-ohio-connecticut-pip-v7OL.ILD.DFlex_snu_humanoid_64.seed140,,,32,8,113.71156032085419
snu_humanoid,SNU Humanoid,ILD,SAPO,equal-winter-ohio-connecticut-pip.ILD.DFlex_snu_humanoid_64,equal-winter-ohio-connecticut-pip-WBp5.ILD.DFlex_snu_humanoid_64.seed1400,,,32,8,6259.497950515747
snu_humanoid,SNU Humanoid,ILD,SAPO,potato-seven-mexico-five-floor.ILD.DFlex_snu_humanoid_64,potato-seven-mexico-five-floor-1qQa.ILD.DFlex_snu_humanoid_64.seed140,,,32,4,378.98109601020815
snu_humanoid,SNU Humanoid,ILD,SAPO,potato-seven-mexico-five-floor.ILD.DFlex_snu_humanoid_64,potato-seven-mexico-five-floor-80bP.ILD.DFlex_snu_humanoid_64.seed1400,,,32,4,263.09030654907224
snu_humanoid,SNU Humanoid,ILD,SAPO,potato-seven-mexico-five-floor.ILD.DFlex_snu_humanoid_64,potato-seven-mexico-five-floor-Jx4l.ILD.DFlex_snu_humanoid_64.seed1300,,,32,4,235.70401619911195
snu_humanoid,SNU Humanoid,ILD,SAPO,potato-seven-mexico-five-floor.ILD.DFlex_snu_humanoid_64,potato-seven-mexico-five-floor-qrdI.ILD.DFlex_snu_humanoid_64.seed130,,,32,4,191.86262353658677
snu_humanoid,SNU Humanoid,ILD,SAPO,speaker-undress-sodium-wisconsin-failed.ILD.DFlex_snu_humanoid_64,speaker-undress-sodium-wisconsin-failed-6syL.ILD.DFlex_snu_humanoid_64.seed1300,,,32,1,139.56560951709747
snu_humanoid,SNU Humanoid,ILD,SAPO,speaker-undress-sodium-wisconsin-failed.ILD.DFlex_snu_humanoid_64,speaker-undress-sodium-wisconsin-failed-BQTw.ILD.DFlex_snu_humanoid_64.seed130,,,32,1,143.25147300720215
snu_humanoid,SNU Humanoid,ILD,SAPO,speaker-undress-sodium-wisconsin-failed.ILD.DFlex_snu_humanoid_64,speaker-undress-sodium-wisconsin-failed-cbKP.ILD.DFlex_snu_humanoid_64.seed140,,,32,1,113.42515919685364
snu_humanoid,SNU Humanoid,ILD,SAPO,speaker-undress-sodium-wisconsin-failed.ILD.DFlex_snu_humanoid_64,speaker-undress-sodium-wisconsin-failed-myp2.ILD.DFlex_snu_humanoid_64.seed1400,,,32,1,2794.432490537167
snu_humanoid,SNU Humanoid,ILD,SAPO,stream-foxtrot-twenty-venus-emma.ILD.DFlex_snu_humanoid_64,stream-foxtrot-twenty-venus-emma-7q3V.ILD.DFlex_snu_humanoid_64.seed1300,,,32,16,6051.606297988892
snu_humanoid,SNU Humanoid,ILD,SAPO,stream-foxtrot-twenty-venus-emma.ILD.DFlex_snu_humanoid_64,stream-foxtrot-twenty-venus-emma-glBi.ILD.DFlex_snu_humanoid_64.seed130,,,32,16,133.1054087895155
snu_humanoid,SNU Humanoid,ILD,SAPO,stream-foxtrot-twenty-venus-emma.ILD.DFlex_snu_humanoid_64,stream-foxtrot-twenty-venus-emma-hZM6.ILD.DFlex_snu_humanoid_64.seed140,,,32,16,694.5491514682769
snu_humanoid,SNU Humanoid,ILD,SAPO,stream-foxtrot-twenty-venus-emma.ILD.DFlex_snu_humanoid_64,stream-foxtrot-twenty-venus-emma-KemN.ILD.DFlex_snu_humanoid_64.seed1400,,,32,16,6202.324257659912
snu_humanoid,SNU Humanoid,ILD,SHAC,early-pasta-violet-spaghetti-moon.ILD.DFlex_snu_humanoid_64,early-pasta-violet-spaghetti-moon-4Pxp.ILD.DFlex_snu_humanoid_64.seed1400,,,32,1,216.8196183371544
snu_humanoid,SNU Humanoid,ILD,SHAC,early-pasta-violet-spaghetti-moon.ILD.DFlex_snu_humanoid_64,early-pasta-violet-spaghetti-moon-lNWv.ILD.DFlex_snu_humanoid_64.seed130,,,32,1,113.64324048042297
snu_humanoid,SNU Humanoid,ILD,SHAC,early-pasta-violet-spaghetti-moon.ILD.DFlex_snu_humanoid_64,early-pasta-violet-spaghetti-moon-os10.ILD.DFlex_snu_humanoid_64.seed1300,,,32,1,186.10891949355602
snu_humanoid,SNU Humanoid,ILD,SHAC,early-pasta-violet-spaghetti-moon.ILD.DFlex_snu_humanoid_64,early-pasta-violet-spaghetti-moon-rhHb.ILD.DFlex_snu_humanoid_64.seed140,,,32,1,107.34345783233643
snu_humanoid,SNU Humanoid,ILD,SHAC,echo-high-october-mexico-salami.ILD.DFlex_snu_humanoid_64,echo-high-october-mexico-salami-cmnE.ILD.DFlex_snu_humanoid_64.seed130,,,32,16,105.45429224491119
snu_humanoid,SNU Humanoid,ILD,SHAC,echo-high-october-mexico-salami.ILD.DFlex_snu_humanoid_64,echo-high-october-mexico-salami-QPFP.ILD.DFlex_snu_humanoid_64.seed1400,,,32,16,399.62399084091186
snu_humanoid,SNU Humanoid,ILD,SHAC,echo-high-october-mexico-salami.ILD.DFlex_snu_humanoid_64,echo-high-october-mexico-salami-r7CB.ILD.DFlex_snu_humanoid_64.seed1300,,,32,16,4216.662621269226
snu_humanoid,SNU Humanoid,ILD,SHAC,echo-high-october-mexico-salami.ILD.DFlex_snu_humanoid_64,echo-high-october-mexico-salami-RuCR.ILD.DFlex_snu_humanoid_64.seed140,,,32,16,117.56383361577987
snu_humanoid,SNU Humanoid,ILD,SHAC,golf-georgia-three-double-south.ILD.DFlex_snu_humanoid_64,golf-georgia-three-double-south-bStK.ILD.DFlex_snu_humanoid_64.seed1300,,,32,4,151.08356487870216
snu_humanoid,SNU Humanoid,ILD,SHAC,golf-georgia-three-double-south.ILD.DFlex_snu_humanoid_64,golf-georgia-three-double-south-C1XB.ILD.DFlex_snu_humanoid_64.seed130,,,32,4,109.1535139387846
snu_humanoid,SNU Humanoid,ILD,SHAC,golf-georgia-three-double-south.ILD.DFlex_snu_humanoid_64,golf-georgia-three-double-south-VJNs.ILD.DFlex_snu_humanoid_64.seed1400,,,32,4,199.86622054576873
snu_humanoid,SNU Humanoid,ILD,SHAC,golf-georgia-three-double-south.ILD.DFlex_snu_humanoid_64,golf-georgia-three-double-south-Zl0i.ILD.DFlex_snu_humanoid_64.seed140,,,32,4,105.80237360954284
snu_humanoid,SNU Humanoid,ILD,SHAC,vermont-green-south-blossom-green.ILD.DFlex_snu_humanoid_64,vermont-green-south-blossom-green-9FUJ.ILD.DFlex_snu_humanoid_64.seed130,,,32,8,100.38953896522521
