environment,environment_name,algorithm,algorithm_display,center,lower,upper,n_runs,final_x,final_x_unit,x_axis,center_stat,band,normalized_by_expert
humanoid,Humanoid,FOCUS-ot-cos,FOCUS-OT-cos,0.7429041960716742,0.4659507895048527,1.0198576026384958,6,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-SAC-l2,ZOCUS-SAC-l2,0.21772272533427656,0.20145370976896712,0.233991740899586,5,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-SAC-OT-l2,ZOCUS-SAC-OT-l2,0.21434117847012996,0.19538449391517543,0.23329786302508448,4,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-SAC-OT-cos,ZOCUS-SAC-OT-cos,0.25493665749002586,0.21683248703765673,0.293040827942395,4,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-PPO-l2,ZOCUS-PPO-l2,0.08490219770821339,0.035449782643392685,0.1343546127730341,3,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-PPO-OT-l2,ZOCUS-PPO-OT-l2,0.05382416611644908,0.012867893216452493,0.09478043901644567,4,15000000.0,steps,steps,mean,std,True
humanoid,Humanoid,ZOCUS-PPO-OT-cos,ZOCUS-PPO-OT-cos,0.1332762517487304,0.10281235891458976,0.16374014458287103,5,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,SAMfO/DACfO,SAMfO/DACfO,0.055434437164365885,0.026944040350859493,0.08392483397787227,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,OPOLO,OPOLO,0.07455504864534288,0.06929853230395597,0.07981156498672978,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,GAIfO,GAIfO,0.010728319989581972,-0.004695464623222911,0.026152104602386855,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,MAAD,MAAD,0.040217485819173206,-0.007501236735355764,0.08793620837370217,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ILD,ILD,0.22145864992641168,-0.026386992703645418,0.46930429255646877,4,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,FOCUS-l2,FOCUS-l2,0.5674035862814021,0.3886871911767834,0.7461199813860208,6,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,FOCUS-ot-l2,FOCUS-OT-l2,0.9108622590061825,0.897671596023703,0.924052921988662,6,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,FOCUS-ot-cos,FOCUS-OT-cos,0.894147544257594,0.872128556205656,0.916166532309532,6,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-SAC-l2,ZOCUS-SAC-l2,0.07327204583144072,0.04476817338840501,0.10177591827447642,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-SAC-OT-l2,ZOCUS-SAC-OT-l2,0.11758412132835859,0.10872304336864252,0.12644519928807466,2,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-SAC-OT-cos,ZOCUS-SAC-OT-cos,0.10193950785961992,0.04736666535624132,0.15651235036299851,5,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-PPO-l2,ZOCUS-PPO-l2,0.04111055956265899,0.01303539767640138,0.06918572144891659,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-PPO-OT-l2,ZOCUS-PPO-OT-l2,0.02354943526485204,0.002614312735668846,0.044484557794035234,3,15000000.0,steps,steps,mean,std,True
snu_humanoid,SNU Humanoid,ZOCUS-PPO-OT-cos,ZOCUS-PPO-OT-cos,0.054961099933651315,0.05200487921903165,0.05791732064827098,4,15000000.0,steps,steps,mean,std,True
